X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;
Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;
1118;9,60E-01;-1,60E-01;;;;1118;1,48E+00;1,44E+00;;;;1118;1,56E+00;1,52E+00;;;;
1119;1,04E+00;0,00E+00;;;;1119;1,56E+00;1,52E+00;;;;1119;1,52E+00;1,56E+00;;;;
1120;1,00E+00;-4,00E-02;;;;1120;1,48E+00;1,44E+00;;;;1120;1,52E+00;1,56E+00;;;;
1121;1,08E+00;1,20E-01;;;;1121;1,56E+00;1,52E+00;;;;1121;1,60E+00;1,52E+00;;;;
1122;1,04E+00;8,00E-02;;;;1122;1,48E+00;1,44E+00;;;;1122;1,52E+00;1,52E+00;;;;
1123;1,12E+00;2,00E-01;;;;1123;1,56E+00;1,52E+00;;;;1123;1,60E+00;1,60E+00;;;;
1124;1,12E+00;1,60E-01;;;;1124;1,56E+00;1,52E+00;;;;1124;1,56E+00;1,56E+00;;;;
1125;1,04E+00;2,80E-01;;;;1125;1,48E+00;1,44E+00;;;;1125;1,52E+00;1,52E+00;;;;
1126;1,08E+00;2,40E-01;;;;1126;1,56E+00;1,48E+00;;;;1126;1,56E+00;1,52E+00;;;;
1127;1,16E+00;3,60E-01;;;;1127;1,48E+00;1,52E+00;;;;1127;1,52E+00;1,60E+00;;;;
1128;1,12E+00;3,60E-01;;;;1128;1,56E+00;1,52E+00;;;;1128;1,60E+00;1,52E+00;;;;
1129;1,20E+00;4,40E-01;;;;1129;1,48E+00;1,44E+00;;;;1129;-5,20E-01;1,60E+00;;;;
1130;1,16E+00;4,40E-01;;;;1130;1,52E+00;1,48E+00;;;;1130;-4,80E-01;1,52E+00;;;;
1131;1,24E+00;5,20E-01;;;;1131;1,56E+00;1,56E+00;;;;1131;-5,60E-01;1,32E+00;;;;
1132;1,20E+00;4,80E-01;;;;1132;1,48E+00;1,48E+00;;;;1132;-5,20E-01;1,32E+00;;;;
1133;1,24E+00;6,00E-01;;;;1133;1,56E+00;1,56E+00;;;;1133;-6,40E-01;1,12E+00;;;;
1134;1,24E+00;5,60E-01;;;;1134;1,56E+00;1,48E+00;;;;1134;-6,00E-01;1,12E+00;;;;
1135;1,20E+00;6,40E-01;;;;1135;1,52E+00;1,56E+00;;;;1135;-6,80E-01;9,60E-01;;;;
1136;1,20E+00;6,40E-01;;;;1136;1,56E+00;1,48E+00;;;;1136;-6,40E-01;1,00E+00;;;;
1137;1,28E+00;7,20E-01;;;;1137;1,48E+00;1,56E+00;;;;1137;-7,20E-01;8,00E-01;;;;
1138;1,24E+00;6,80E-01;;;;1138;1,56E+00;1,48E+00;;;;1138;-6,80E-01;8,40E-01;;;;
1139;1,32E+00;7,60E-01;;;;1139;1,52E+00;1,56E+00;;;;1139;-8,00E-01;6,40E-01;;;;
1140;1,32E+00;7,20E-01;;;;1140;1,52E+00;1,56E+00;;;;1140;-7,60E-01;6,80E-01;;;;
1141;1,24E+00;8,40E-01;;;;1141;1,56E+00;1,48E+00;;;;1141;-8,40E-01;5,20E-01;;;;
1142;1,28E+00;8,00E-01;;;;1142;1,56E+00;1,52E+00;;;;1142;-8,00E-01;5,60E-01;;;;
1143;1,32E+00;8,80E-01;;;;1143;1,48E+00;1,56E+00;;;;1143;-8,80E-01;4,00E-01;;;;
1144;1,28E+00;8,40E-01;;;;1144;1,56E+00;1,56E+00;;;;1144;-8,40E-01;4,00E-01;;;;
1145;1,36E+00;9,20E-01;;;;1145;1,52E+00;1,52E+00;;;;1145;-9,20E-01;2,40E-01;;;;
1146;1,36E+00;8,80E-01;;;;1146;1,56E+00;1,52E+00;;;;1146;-8,80E-01;2,80E-01;;;;
1147;1,28E+00;9,60E-01;;;;1147;1,52E+00;1,56E+00;;;;1147;-9,60E-01;1,60E-01;;;;
1148;1,32E+00;9,20E-01;;;;1148;1,52E+00;1,52E+00;;;;1148;-9,20E-01;1,60E-01;;;;
1149;1,40E+00;1,00E+00;;;;1149;1,60E+00;1,56E+00;;;;1149;-1,00E+00;4,00E-02;;;;
1150;1,32E+00;9,60E-01;;;;1150;1,52E+00;1,52E+00;;;;1150;-9,60E-01;8,00E-02;;;;
1151;1,40E+00;1,04E+00;;;;1151;1,60E+00;1,56E+00;;;;1151;-1,04E+00;-4,00E-02;;;;
1152;1,40E+00;1,08E+00;;;;1152;1,56E+00;1,52E+00;;;;1152;-1,00E+00;-4,00E-02;;;;
1153;1,32E+00;1,00E+00;;;;1153;1,52E+00;1,56E+00;;;;1153;-1,04E+00;-1,60E-01;;;;
1154;1,36E+00;1,04E+00;;;;1154;1,52E+00;1,52E+00;;;;1154;-1,04E+00;-1,20E-01;;;;
1155;1,44E+00;1,12E+00;;;;1155;1,60E+00;1,56E+00;;;;1155;-1,08E+00;-2,40E-01;;;;
1156;1,36E+00;1,08E+00;;;;1156;1,52E+00;1,52E+00;;;;1156;-1,04E+00;-2,00E-01;;;;
1157;1,44E+00;1,16E+00;;;;1157;1,60E+00;1,56E+00;;;;1157;-1,12E+00;-3,20E-01;;;;
1158;1,44E+00;1,08E+00;;;;1158;1,56E+00;1,52E+00;;;;1158;-1,08E+00;-2,80E-01;;;;
1159;1,36E+00;1,16E+00;;;;1159;1,52E+00;1,60E+00;;;;1159;-1,16E+00;-4,00E-01;;;;
1160;1,40E+00;1,16E+00;;;;1160;1,56E+00;1,52E+00;;;;1160;-1,16E+00;-3,60E-01;;;;
1161;1,44E+00;1,20E+00;;;;1161;1,52E+00;1,60E+00;;;;1161;-1,08E+00;-4,40E-01;;;;
1162;1,44E+00;1,16E+00;;;;1162;1,52E+00;1,52E+00;;;;1162;-1,12E+00;-4,40E-01;;;;
1163;1,40E+00;1,24E+00;;;;1163;1,60E+00;1,60E+00;;;;1163;-1,20E+00;-5,20E-01;;;;
1164;1,44E+00;1,20E+00;;;;1164;1,56E+00;1,52E+00;;;;1164;-1,20E+00;-5,20E-01;;;;
1165;1,40E+00;1,24E+00;;;;1165;1,52E+00;1,60E+00;;;;1165;-1,12E+00;-6,00E-01;;;;
1166;1,40E+00;1,28E+00;;;;1166;1,52E+00;1,52E+00;;;;1166;-1,16E+00;-5,60E-01;;;;
1167;1,48E+00;1,20E+00;;;;1167;1,60E+00;1,60E+00;;;;1167;-1,24E+00;-6,40E-01;;;;
1168;1,40E+00;1,28E+00;;;;1168;1,52E+00;1,52E+00;;;;1168;-1,16E+00;-6,00E-01;;;;
1169;1,48E+00;1,24E+00;;;;1169;1,60E+00;1,60E+00;;;;1169;-1,24E+00;-6,80E-01;;;;
1170;1,40E+00;1,32E+00;;;;1170;1,52E+00;1,60E+00;;;;1170;-1,24E+00;-6,80E-01;;;;
1171;1,48E+00;1,24E+00;;;;1171;1,60E+00;1,52E+00;;;;1171;-1,20E+00;-7,60E-01;;;;
1172;1,48E+00;1,28E+00;;;;1172;1,52E+00;1,52E+00;;;;1172;-1,28E+00;-6,80E-01;;;;
1173;1,44E+00;1,36E+00;;;;1173;1,60E+00;1,60E+00;;;;1173;-1,20E+00;-8,00E-01;;;;
1174;1,48E+00;1,28E+00;;;;1174;1,52E+00;1,52E+00;;;;1174;-1,28E+00;-7,60E-01;;;;
1175;1,44E+00;1,36E+00;;;;1175;1,60E+00;1,60E+00;;;;1175;-1,20E+00;-8,40E-01;;;;
1176;1,44E+00;1,36E+00;;;;1176;1,56E+00;1,60E+00;;;;1176;-1,24E+00;-8,00E-01;;;;
1177;1,52E+00;1,32E+00;;;;1177;-5,20E-01;1,44E+00;;;;1177;-1,32E+00;-8,80E-01;;;;
1178;1,44E+00;1,32E+00;;;;1178;-4,80E-01;1,48E+00;;;;1178;-1,28E+00;-8,40E-01;;;;
1179;1,52E+00;1,40E+00;;;;1179;-5,60E-01;1,24E+00;;;;1179;-1,32E+00;-9,20E-01;;;;
1180;1,52E+00;1,32E+00;;;;1180;-5,60E-01;1,28E+00;;;;1180;-1,28E+00;-8,80E-01;;;;
1181;1,44E+00;1,40E+00;;;;1181;-6,40E-01;1,08E+00;;;;1181;-1,32E+00;-9,60E-01;;;;
1182;1,52E+00;1,40E+00;;;;1182;-6,00E-01;1,12E+00;;;;1182;-1,28E+00;-9,20E-01;;;;
1183;1,44E+00;1,36E+00;;;;1183;-6,80E-01;9,20E-01;;;;1183;-1,36E+00;-1,00E+00;;;;
1184;1,48E+00;1,36E+00;;;;1184;-6,40E-01;9,60E-01;;;;1184;-1,36E+00;-9,60E-01;;;;
1185;1,52E+00;1,44E+00;;;;1185;-7,20E-01;7,60E-01;;;;1185;-1,28E+00;-1,00E+00;;;;
1186;1,52E+00;1,44E+00;;;;1186;-7,20E-01;8,00E-01;;;;1186;-1,36E+00;-1,00E+00;;;;
1187;1,44E+00;1,36E+00;;;;1187;-8,00E-01;6,00E-01;;;;1187;-1,32E+00;-1,08E+00;;;;
1188;1,48E+00;1,44E+00;;;;1188;-7,60E-01;6,40E-01;;;;1188;-1,32E+00;-1,00E+00;;;;
1189;1,52E+00;1,36E+00;;;;1189;-8,40E-01;4,80E-01;;;;1189;-1,40E+00;-1,08E+00;;;;
1190;1,52E+00;1,40E+00;;;;1190;-8,00E-01;5,20E-01;;;;1190;-1,32E+00;-1,04E+00;;;;
1191;1,44E+00;1,44E+00;;;;1191;-8,80E-01;3,60E-01;;;;1191;-1,40E+00;-1,12E+00;;;;
1192;1,48E+00;1,40E+00;;;;1192;-8,40E-01;4,00E-01;;;;1192;-1,40E+00;-1,08E+00;;;;
1193;1,52E+00;1,48E+00;;;;1193;-9,20E-01;2,40E-01;;;;1193;-1,32E+00;-1,12E+00;;;;
1194;1,48E+00;1,40E+00;;;;1194;-8,80E-01;2,80E-01;;;;1194;-1,40E+00;-1,08E+00;;;;
1195;1,56E+00;1,48E+00;;;;1195;-9,60E-01;1,20E-01;;;;1195;-1,32E+00;-1,16E+00;;;;
1196;1,48E+00;1,40E+00;;;;1196;-9,20E-01;1,60E-01;;;;1196;-1,40E+00;-1,12E+00;;;;
1197;1,56E+00;1,48E+00;;;;1197;-1,00E+00;0,00E+00;;;;1197;-1,32E+00;-1,20E+00;;;;
1198;1,48E+00;1,48E+00;;;;1198;-9,60E-01;4,00E-02;;;;1198;-1,36E+00;-1,12E+00;;;;
1199;1,56E+00;1,44E+00;;;;1199;-1,04E+00;-8,00E-02;;;;1199;-1,44E+00;-1,20E+00;;;;
1200;1,48E+00;1,44E+00;;;;1200;-1,00E+00;-4,00E-02;;;;1200;-1,36E+00;-1,16E+00;;;;
1201;1,56E+00;1,48E+00;;;;1201;-1,08E+00;-2,00E-01;;;;1201;-1,44E+00;-1,20E+00;;;;
1202;1,56E+00;1,44E+00;;;;1202;-1,08E+00;-1,60E-01;;;;1202;-1,44E+00;-1,16E+00;;;;
1203;1,48E+00;1,52E+00;;;;1203;-1,00E+00;-2,80E-01;;;;1203;-1,36E+00;-1,24E+00;;;;
1204;1,56E+00;1,52E+00;;;;1204;-1,04E+00;-2,40E-01;;;;1204;-1,36E+00;-1,20E+00;;;;
1205;1,48E+00;1,44E+00;;;;1205;-1,12E+00;-3,20E-01;;;;1205;-1,44E+00;-1,24E+00;;;;
1206;1,56E+00;1,52E+00;;;;1206;-1,08E+00;-2,80E-01;;;;1206;-1,44E+00;-1,20E+00;;;;
1207;1,48E+00;1,44E+00;;;;1207;-1,16E+00;-4,00E-01;;;;1207;-1,36E+00;-1,28E+00;;;;
1208;1,56E+00;1,52E+00;;;;1208;-1,12E+00;-3,60E-01;;;;1208;-1,40E+00;-1,20E+00;;;;
1209;1,48E+00;1,44E+00;;;;1209;-1,16E+00;-4,80E-01;;;;1209;-1,44E+00;-1,28E+00;;;;
1210;1,56E+00;1,48E+00;;;;1210;-1,12E+00;-4,40E-01;;;;1210;-1,44E+00;-1,24E+00;;;;
1211;1,48E+00;1,52E+00;;;;1211;-1,20E+00;-5,60E-01;;;;1211;-1,40E+00;-1,28E+00;;;;
1212;1,56E+00;1,52E+00;;;;1212;-1,16E+00;-5,20E-01;;;;1212;-1,44E+00;-1,24E+00;;;;
1213;1,48E+00;1,44E+00;;;;1213;-1,24E+00;-6,00E-01;;;;1213;-1,40E+00;-1,28E+00;;;;
1214;1,56E+00;1,52E+00;;;;1214;-1,16E+00;-5,60E-01;;;;1214;-1,44E+00;-1,32E+00;;;;
1215;1,48E+00;1,48E+00;;;;1215;-1,24E+00;-6,40E-01;;;;1215;-1,36E+00;-1,24E+00;;;;
1216;1,56E+00;1,48E+00;;;;1216;-1,20E+00;-6,40E-01;;;;1216;-1,40E+00;-1,24E+00;;;;
1217;1,48E+00;1,56E+00;;;;1217;-1,24E+00;-7,20E-01;;;;1217;-1,48E+00;-1,32E+00;;;;
1218;1,52E+00;1,56E+00;;;;1218;-1,20E+00;-6,80E-01;;;;1218;-1,40E+00;-1,28E+00;;;;
1219;1,56E+00;1,48E+00;;;;1219;-1,28E+00;-7,60E-01;;;;1219;-1,48E+00;-1,36E+00;;;;
1220;1,56E+00;1,48E+00;;;;1220;-1,28E+00;-7,20E-01;;;;1220;-1,40E+00;-1,28E+00;;;;
1221;1,52E+00;1,56E+00;;;;1221;-1,24E+00;-8,00E-01;;;;1221;-1,48E+00;-1,36E+00;;;;
1222;1,52E+00;1,56E+00;;;;1222;-1,24E+00;-7,60E-01;;;;1222;-1,48E+00;-1,28E+00;;;;
1223;1,56E+00;1,48E+00;;;;1223;-1,32E+00;-8,40E-01;;;;1223;-1,40E+00;-1,36E+00;;;;
1224;1,52E+00;1,56E+00;;;;1224;-1,24E+00;-8,00E-01;;;;1224;-1,48E+00;-1,32E+00;;;;
1225;1,56E+00;1,48E+00;;;;1225;-1,32E+00;-8,80E-01;;;;1225;-1,40E+00;-1,36E+00;;;;
1226;1,56E+00;1,56E+00;;;;1226;-1,32E+00;-8,80E-01;;;;1226;-1,48E+00;-1,32E+00;;;;
1227;1,52E+00;1,48E+00;;;;1227;-1,24E+00;-9,20E-01;;;;1227;-1,40E+00;-1,36E+00;;;;
1228;1,56E+00;1,56E+00;;;;1228;-1,32E+00;-9,60E-01;;;;1228;-1,44E+00;-1,32E+00;;;;
1229;1,48E+00;1,48E+00;;;;1229;-1,28E+00;-8,80E-01;;;;1229;-1,48E+00;-1,40E+00;;;;
1230;1,52E+00;1,52E+00;;;;1230;-1,28E+00;-9,20E-01;;;;1230;-1,48E+00;-1,32E+00;;;;
1231;1,56E+00;1,56E+00;;;;1231;-1,36E+00;-1,00E+00;;;;1231;-1,40E+00;-1,36E+00;;;;
1232;1,56E+00;1,56E+00;;;;1232;-1,28E+00;-9,60E-01;;;;1232;-1,48E+00;-1,40E+00;;;;
1233;1,52E+00;1,52E+00;;;;1233;-1,36E+00;-1,04E+00;;;;1233;-1,40E+00;-1,32E+00;;;;
1234;1,56E+00;1,56E+00;;;;1234;-1,32E+00;-1,00E+00;;;;1234;-1,44E+00;-1,40E+00;;;;
1235;1,52E+00;1,52E+00;;;;1235;-1,36E+00;-1,08E+00;;;;1235;-1,48E+00;-1,36E+00;;;;
1236;1,56E+00;1,56E+00;;;;1236;-1,32E+00;-1,08E+00;;;;1236;-1,48E+00;-1,32E+00;;;;
1237;1,48E+00;1,52E+00;;;;1237;-1,40E+00;-1,00E+00;;;;1237;-1,40E+00;-1,40E+00;;;;
1238;1,56E+00;1,52E+00;;;;1238;-1,32E+00;-1,04E+00;;;;1238;-1,48E+00;-1,40E+00;;;;
1239;1,52E+00;1,56E+00;;;;1239;-1,40E+00;-1,12E+00;;;;1239;-1,44E+00;-1,32E+00;;;;
1240;1,52E+00;1,56E+00;;;;1240;-1,40E+00;-1,08E+00;;;;1240;-1,44E+00;-1,36E+00;;;;
1241;1,60E+00;1,52E+00;;;;1241;-1,32E+00;-1,16E+00;;;;1241;-1,48E+00;-1,44E+00;;;;
1242;1,52E+00;1,56E+00;;;;1242;-1,40E+00;-1,08E+00;;;;1242;-1,48E+00;-1,36E+00;;;;
1243;1,60E+00;1,52E+00;;;;1243;-1,32E+00;-1,16E+00;;;;1243;-1,44E+00;-1,44E+00;;;;
1244;1,56E+00;1,52E+00;;;;1244;-1,40E+00;-1,12E+00;;;;1244;-1,48E+00;-1,36E+00;;;;
1245;1,52E+00;1,60E+00;;;;1245;-1,32E+00;-1,20E+00;;;;1245;-1,44E+00;-1,44E+00;;;;
1246;1,52E+00;1,56E+00;;;;1246;-1,36E+00;-1,20E+00;;;;1246;-1,48E+00;-1,36E+00;;;;
1247;1,56E+00;1,52E+00;;;;1247;-1,44E+00;-1,12E+00;;;;1247;-1,44E+00;-1,44E+00;;;;
1248;1,52E+00;1,60E+00;;;;1248;-1,36E+00;-1,20E+00;;;;1248;-1,44E+00;-1,36E+00;;;;
1249;1,60E+00;1,52E+00;;;;1249;-1,44E+00;-1,16E+00;;;;1249;-1,52E+00;-1,44E+00;;;;
1250;1,52E+00;1,52E+00;;;;1250;-1,36E+00;-1,16E+00;;;;1250;-1,44E+00;-1,44E+00;;;;
1251;1,60E+00;1,60E+00;;;;1251;-1,44E+00;-1,24E+00;;;;1251;-1,52E+00;-1,36E+00;;;;
1252;1,52E+00;1,52E+00;;;;1252;-1,44E+00;-1,20E+00;;;;1252;-1,44E+00;-1,44E+00;;;;
1253;1,60E+00;1,60E+00;;;;1253;-1,36E+00;-1,24E+00;;;;1253;-1,52E+00;-1,36E+00;;;;
1254;1,56E+00;1,52E+00;;;;1254;-1,44E+00;-1,20E+00;;;;1254;-1,44E+00;-1,44E+00;;;;
1255;1,52E+00;1,60E+00;;;;1255;-1,36E+00;-1,28E+00;;;;1255;-1,48E+00;-1,36E+00;;;;
1256;1,56E+00;1,52E+00;;;;1256;-1,40E+00;-1,24E+00;;;;1256;-1,44E+00;-1,40E+00;;;;
1257;1,52E+00;1,60E+00;;;;1257;-1,44E+00;-1,28E+00;;;;1257;-1,52E+00;-1,44E+00;;;;
1258;1,52E+00;1,60E+00;;;;1258;-1,40E+00;-1,24E+00;;;;1258;-1,44E+00;-1,44E+00;;;;
1259;1,60E+00;1,52E+00;;;;1259;-1,48E+00;-1,28E+00;;;;1259;-1,52E+00;-1,40E+00;;;;
1260;1,56E+00;1,52E+00;;;;1260;-1,44E+00;-1,32E+00;;;;1260;-1,44E+00;-1,44E+00;;;;
1261;1,52E+00;1,60E+00;;;;1261;-1,40E+00;-1,24E+00;;;;1261;-1,52E+00;-1,40E+00;;;;
1262;1,52E+00;1,52E+00;;;;1262;-1,44E+00;-1,32E+00;;;;1262;-1,44E+00;-1,40E+00;;;;
1263;1,60E+00;1,60E+00;;;;1263;-1,40E+00;-1,24E+00;;;;1263;-1,52E+00;-1,44E+00;;;;
1264;1,56E+00;1,52E+00;;;;1264;-1,40E+00;-1,28E+00;;;;1264;-1,44E+00;-1,40E+00;;;;
1265;1,52E+00;1,60E+00;;;;1265;-1,44E+00;-1,32E+00;;;;1265;-1,52E+00;-1,44E+00;;;;
1266;1,52E+00;1,60E+00;;;;1266;-1,40E+00;-1,28E+00;;;;1266;-1,44E+00;-1,40E+00;;;;
1267;1,60E+00;1,52E+00;;;;1267;-1,48E+00;-1,36E+00;;;;1267;-1,52E+00;-1,48E+00;;;;
1268;1,52E+00;1,52E+00;;;;1268;-1,40E+00;-1,36E+00;;;;1268;-1,44E+00;-1,44E+00;;;;
1269;1,60E+00;1,60E+00;;;;1269;-1,48E+00;-1,28E+00;;;;1269;-1,52E+00;-1,40E+00;;;;
1270;1,52E+00;1,52E+00;;;;1270;-1,48E+00;-1,36E+00;;;;1270;-1,44E+00;-1,44E+00;;;;
1271;1,60E+00;1,60E+00;;;;1271;-1,40E+00;-1,28E+00;;;;1271;-1,52E+00;-1,40E+00;;;;
1272;1,52E+00;1,52E+00;;;;1272;-1,40E+00;-1,32E+00;;;;1272;-1,52E+00;-1,44E+00;;;;
1273;1,60E+00;1,60E+00;;;;1273;-1,48E+00;-1,36E+00;;;;1273;8,00E-01;-1,24E+00;;;;
1274;1,60E+00;1,60E+00;;;;1274;-1,48E+00;-1,36E+00;;;;1274;6,00E-01;-1,28E+00;;;;
1275;1,52E+00;1,52E+00;;;;1275;-1,40E+00;-1,32E+00;;;;1275;6,80E-01;-1,08E+00;;;;
1276;1,52E+00;1,52E+00;;;;1276;-1,48E+00;-1,36E+00;;;;1276;6,40E-01;-1,08E+00;;;;
1277;1,60E+00;1,60E+00;;;;1277;-1,40E+00;-1,32E+00;;;;1277;7,20E-01;-9,20E-01;;;;
1278;1,60E+00;1,52E+00;;;;1278;-1,48E+00;-1,32E+00;;;;1278;7,20E-01;-9,20E-01;;;;
1279;1,52E+00;1,60E+00;;;;1279;-1,40E+00;-1,40E+00;;;;1279;8,00E-01;-7,20E-01;;;;
1280;1,56E+00;1,60E+00;;;;1280;-1,44E+00;-1,40E+00;;;;1280;7,60E-01;-7,60E-01;;;;
1281;1,52E+00;1,52E+00;;;;1281;-1,48E+00;-1,32E+00;;;;1281;8,40E-01;-5,60E-01;;;;
1282;1,52E+00;1,60E+00;;;;1282;-1,48E+00;-1,36E+00;;;;1282;8,00E-01;-6,00E-01;;;;
1283;1,60E+00;1,52E+00;;;;1283;-1,40E+00;-1,40E+00;;;;1283;8,80E-01;-4,40E-01;;;;
1284;1,52E+00;1,52E+00;;;;1284;-1,48E+00;-1,40E+00;;;;1284;8,40E-01;-4,80E-01;;;;
1285;1,60E+00;1,60E+00;;;;1285;-1,44E+00;-1,36E+00;;;;1285;9,20E-01;-2,80E-01;;;;
1286;1,52E+00;1,56E+00;;;;1286;-1,44E+00;-1,36E+00;;;;1286;8,80E-01;-3,20E-01;;;;
1287;1,60E+00;1,60E+00;;;;1287;-1,52E+00;-1,40E+00;;;;1287;9,60E-01;-2,00E-01;;;;
1288;1,52E+00;1,56E+00;;;;1288;-1,44E+00;-1,40E+00;;;;1288;9,20E-01;-2,00E-01;;;;
1289;1,60E+00;1,60E+00;;;;1289;-1,48E+00;-1,36E+00;;;;1289;1,00E+00;-8,00E-02;;;;
1290;1,60E+00;1,56E+00;;;;1290;-1,44E+00;-1,36E+00;;;;1290;9,60E-01;-8,00E-02;;;;
1291;1,52E+00;1,60E+00;;;;1291;-1,52E+00;-1,44E+00;;;;1291;1,04E+00;8,00E-02;;;;
1292;1,52E+00;1,52E+00;;;;1292;-1,44E+00;-1,36E+00;;;;1292;1,00E+00;0,00E+00;;;;
1293;1,60E+00;1,60E+00;;;;1293;-1,52E+00;-1,44E+00;;;;1293;1,08E+00;1,60E-01;;;;
1294;1,52E+00;1,56E+00;;;;1294;-1,44E+00;-1,36E+00;;;;1294;1,04E+00;1,20E-01;;;;
1295;1,60E+00;1,60E+00;;;;1295;-1,48E+00;-1,44E+00;;;;1295;1,12E+00;2,40E-01;;;;
1296;1,52E+00;1,56E+00;;;;1296;-1,44E+00;-1,44E+00;;;;1296;1,08E+00;2,00E-01;;;;
1297;1,60E+00;1,60E+00;;;;1297;-1,52E+00;-1,36E+00;;;;1297;1,16E+00;3,20E-01;;;;
1298;1,52E+00;1,56E+00;;;;1298;-1,44E+00;-1,36E+00;;;;1298;1,08E+00;2,80E-01;;;;
1299;1,60E+00;1,60E+00;;;;1299;-1,48E+00;-1,44E+00;;;;1299;1,20E+00;4,00E-01;;;;
1300;1,56E+00;1,60E+00;;;;1300;-1,48E+00;-1,44E+00;;;;1300;1,12E+00;4,00E-01;;;;
1301;-5,20E-01;1,28E+00;;;;1301;-1,44E+00;-1,36E+00;;;;1301;1,20E+00;4,80E-01;;;;
1302;-4,80E-01;1,44E+00;;;;1302;-1,44E+00;-1,44E+00;;;;1302;1,16E+00;4,80E-01;;;;
1303;-6,00E-01;1,24E+00;;;;1303;-1,52E+00;-1,36E+00;;;;1303;1,24E+00;5,60E-01;;;;
1304;-5,60E-01;1,28E+00;;;;1304;-1,48E+00;-1,44E+00;;;;1304;1,24E+00;5,20E-01;;;;
1305;-6,40E-01;1,08E+00;;;;1305;-1,44E+00;-1,36E+00;;;;1305;1,16E+00;6,40E-01;;;;
1306;-6,00E-01;1,08E+00;;;;1306;-1,52E+00;-1,40E+00;;;;1306;1,28E+00;6,00E-01;;;;
1307;-6,80E-01;9,20E-01;;;;1307;-1,44E+00;-1,44E+00;;;;1307;1,20E+00;6,80E-01;;;;
1308;-6,40E-01;9,20E-01;;;;1308;-1,48E+00;-1,40E+00;;;;1308;1,24E+00;6,40E-01;;;;
1309;-7,60E-01;7,60E-01;;;;1309;-1,44E+00;-1,48E+00;;;;1309;1,28E+00;7,60E-01;;;;
1310;-7,20E-01;7,60E-01;;;;1310;-1,44E+00;-1,40E+00;;;;1310;1,24E+00;7,20E-01;;;;
1311;-8,00E-01;6,00E-01;;;;1311;-1,52E+00;-1,48E+00;;;;1311;1,32E+00;8,00E-01;;;;
1312;-7,60E-01;6,40E-01;;;;1312;-1,48E+00;-1,40E+00;;;;1312;1,28E+00;7,60E-01;;;;
1313;-8,40E-01;4,80E-01;;;;1313;-1,44E+00;-1,48E+00;;;;1313;1,32E+00;8,40E-01;;;;
1314;-8,00E-01;5,20E-01;;;;1314;-1,44E+00;-1,40E+00;;;;1314;1,28E+00;8,00E-01;;;;
1315;-8,80E-01;3,60E-01;;;;1315;-1,52E+00;-1,48E+00;;;;1315;1,32E+00;9,20E-01;;;;
1316;-8,40E-01;3,60E-01;;;;1316;-1,44E+00;-1,40E+00;;;;1316;1,32E+00;8,80E-01;;;;
1317;-9,20E-01;2,00E-01;;;;1317;-1,52E+00;-1,48E+00;;;;1317;1,36E+00;9,60E-01;;;;
1318;-8,80E-01;2,40E-01;;;;1318;-1,48E+00;-1,40E+00;;;;1318;1,32E+00;9,20E-01;;;;
1319;-9,60E-01;1,20E-01;;;;1319;-1,44E+00;-1,48E+00;;;;1319;1,40E+00;1,00E+00;;;;
1320;-9,20E-01;1,60E-01;;;;1320;-1,44E+00;-1,40E+00;;;;1320;1,32E+00;9,60E-01;;;;
1321;-1,00E+00;0,00E+00;;;;1321;-1,52E+00;-1,48E+00;;;;1321;1,40E+00;1,04E+00;;;;
1322;-9,60E-01;8,00E-02;;;;1322;-1,44E+00;-1,40E+00;;;;1322;1,40E+00;1,00E+00;;;;
1323;-1,04E+00;-8,00E-02;;;;1323;-1,52E+00;-1,48E+00;;;;1323;1,32E+00;1,08E+00;;;;
1324;-1,00E+00;-8,00E-02;;;;1324;-1,44E+00;-1,40E+00;;;;1324;1,36E+00;1,04E+00;;;;
1325;-1,08E+00;-1,60E-01;;;;1325;-1,52E+00;-1,48E+00;;;;1325;1,44E+00;1,08E+00;;;;
1326;-1,04E+00;-1,60E-01;;;;1326;-1,44E+00;-1,48E+00;;;;1326;1,40E+00;1,08E+00;;;;
1327;-1,12E+00;-2,40E-01;;;;1327;-1,52E+00;-1,40E+00;;;;1327;1,36E+00;1,12E+00;;;;
1328;-1,12E+00;-2,40E-01;;;;1328;-1,44E+00;-1,48E+00;;;;1328;1,36E+00;1,08E+00;;;;
1329;-1,04E+00;-3,60E-01;;;;1329;-1,52E+00;-1,40E+00;;;;1329;1,44E+00;1,16E+00;;;;
1330;-1,08E+00;-3,20E-01;;;;1330;-1,44E+00;-1,48E+00;;;;1330;1,44E+00;1,12E+00;;;;
1331;-1,16E+00;-4,00E-01;;;;1331;-1,52E+00;-1,40E+00;;;;1331;1,40E+00;1,20E+00;;;;
1332;-1,12E+00;-3,60E-01;;;;1332;-1,52E+00;-1,48E+00;;;;1332;1,40E+00;1,16E+00;;;;
1333;-1,16E+00;-4,80E-01;;;;1333;-1,44E+00;-1,40E+00;;;;1333;1,44E+00;1,20E+00;;;;
