X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;X;CH1;CH2;Start;Increment;;
Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;Sequence;Volt;Volt;-3,50E-03;5,00E-06;;
443;1,52E+00;1,60E+00;;;;443;1,44E+00;1,20E+00;;;;443;1,20E+00;4,40E-01;;;;
444;1,56E+00;1,52E+00;;;;444;1,40E+00;1,16E+00;;;;444;1,20E+00;4,00E-01;;;;
445;1,52E+00;1,56E+00;;;;445;1,44E+00;1,24E+00;;;;445;1,16E+00;5,20E-01;;;;
446;1,52E+00;1,56E+00;;;;446;1,40E+00;1,20E+00;;;;446;1,16E+00;4,80E-01;;;;
447;1,60E+00;1,52E+00;;;;447;1,48E+00;1,24E+00;;;;447;1,24E+00;6,00E-01;;;;
448;1,52E+00;1,52E+00;;;;448;1,40E+00;1,20E+00;;;;448;1,20E+00;5,60E-01;;;;
449;1,56E+00;1,56E+00;;;;449;1,48E+00;1,28E+00;;;;449;1,28E+00;6,80E-01;;;;
450;1,56E+00;1,56E+00;;;;450;1,48E+00;1,24E+00;;;;450;1,28E+00;6,00E-01;;;;
451;1,52E+00;1,52E+00;;;;451;1,40E+00;1,32E+00;;;;451;1,20E+00;7,20E-01;;;;
452;1,56E+00;1,52E+00;;;;452;1,48E+00;1,32E+00;;;;452;1,24E+00;6,80E-01;;;;
453;1,52E+00;1,60E+00;;;;453;1,40E+00;1,24E+00;;;;453;1,32E+00;7,60E-01;;;;
454;1,52E+00;1,52E+00;;;;454;1,44E+00;1,28E+00;;;;454;1,24E+00;7,60E-01;;;;
455;1,60E+00;1,60E+00;;;;455;1,48E+00;1,36E+00;;;;455;1,32E+00;8,40E-01;;;;
456;1,56E+00;1,52E+00;;;;456;1,48E+00;1,28E+00;;;;456;1,28E+00;8,00E-01;;;;
457;1,52E+00;1,60E+00;;;;457;1,44E+00;1,36E+00;;;;457;1,36E+00;8,80E-01;;;;
458;1,52E+00;1,52E+00;;;;458;1,44E+00;1,32E+00;;;;458;1,28E+00;8,40E-01;;;;
459;1,60E+00;1,60E+00;;;;459;1,52E+00;1,36E+00;;;;459;1,36E+00;9,20E-01;;;;
460;1,52E+00;1,52E+00;;;;460;1,44E+00;1,32E+00;;;;460;1,32E+00;8,80E-01;;;;
461;1,60E+00;1,60E+00;;;;461;1,52E+00;1,40E+00;;;;461;1,36E+00;9,60E-01;;;;
462;1,56E+00;1,60E+00;;;;462;1,52E+00;1,36E+00;;;;462;1,32E+00;9,20E-01;;;;
463;1,52E+00;1,52E+00;;;;463;1,44E+00;1,40E+00;;;;463;1,40E+00;1,00E+00;;;;
464;1,52E+00;1,52E+00;;;;464;1,52E+00;1,36E+00;;;;464;1,32E+00;9,60E-01;;;;
465;1,60E+00;1,60E+00;;;;465;1,44E+00;1,40E+00;;;;465;1,40E+00;1,04E+00;;;;
466;1,56E+00;1,60E+00;;;;466;1,52E+00;1,36E+00;;;;466;1,36E+00;1,00E+00;;;;
467;1,52E+00;1,52E+00;;;;467;1,44E+00;1,44E+00;;;;467;1,40E+00;1,08E+00;;;;
468;1,56E+00;1,60E+00;;;;468;1,52E+00;1,36E+00;;;;468;1,36E+00;1,04E+00;;;;
469;1,52E+00;1,52E+00;;;;469;1,48E+00;1,44E+00;;;;469;1,40E+00;1,12E+00;;;;
470;1,52E+00;1,60E+00;;;;470;1,48E+00;1,40E+00;;;;470;1,36E+00;1,08E+00;;;;
471;1,60E+00;1,52E+00;;;;471;1,52E+00;1,44E+00;;;;471;1,44E+00;1,16E+00;;;;
472;1,60E+00;1,52E+00;;;;472;1,52E+00;1,40E+00;;;;472;1,44E+00;1,12E+00;;;;
473;1,52E+00;1,60E+00;;;;473;1,48E+00;1,44E+00;;;;473;1,36E+00;1,20E+00;;;;
474;1,52E+00;1,60E+00;;;;474;1,48E+00;1,48E+00;;;;474;1,40E+00;1,20E+00;;;;
475;1,60E+00;1,52E+00;;;;475;1,56E+00;1,40E+00;;;;475;1,44E+00;1,12E+00;;;;
476;1,52E+00;1,52E+00;;;;476;1,48E+00;1,40E+00;;;;476;1,40E+00;1,16E+00;;;;
477;1,60E+00;1,60E+00;;;;477;1,56E+00;1,48E+00;;;;477;1,48E+00;1,24E+00;;;;
478;1,52E+00;1,60E+00;;;;478;1,48E+00;1,40E+00;;;;478;1,40E+00;1,20E+00;;;;
479;1,60E+00;1,56E+00;;;;479;1,56E+00;1,48E+00;;;;479;1,48E+00;1,24E+00;;;;
480;1,52E+00;1,60E+00;;;;480;1,48E+00;1,44E+00;;;;480;1,40E+00;1,20E+00;;;;
481;1,60E+00;1,52E+00;;;;481;1,56E+00;1,48E+00;;;;481;1,48E+00;1,28E+00;;;;
482;1,52E+00;1,60E+00;;;;482;1,48E+00;1,44E+00;;;;482;1,48E+00;1,24E+00;;;;
483;1,60E+00;1,52E+00;;;;483;1,56E+00;1,52E+00;;;;483;1,40E+00;1,28E+00;;;;
484;1,60E+00;1,60E+00;;;;484;1,48E+00;1,52E+00;;;;484;1,48E+00;1,24E+00;;;;
485;1,52E+00;1,52E+00;;;;485;1,56E+00;1,44E+00;;;;485;1,44E+00;1,32E+00;;;;
486;1,52E+00;1,60E+00;;;;486;1,48E+00;1,44E+00;;;;486;1,48E+00;1,28E+00;;;;
487;1,60E+00;1,52E+00;;;;487;1,56E+00;1,52E+00;;;;487;1,40E+00;1,36E+00;;;;
488;1,52E+00;1,56E+00;;;;488;1,56E+00;1,52E+00;;;;488;1,44E+00;1,28E+00;;;;
489;1,60E+00;1,60E+00;;;;489;1,48E+00;1,44E+00;;;;489;1,48E+00;1,36E+00;;;;
490;1,52E+00;1,60E+00;;;;490;1,56E+00;1,52E+00;;;;490;1,44E+00;1,32E+00;;;;
491;1,60E+00;1,56E+00;;;;491;1,48E+00;1,48E+00;;;;491;1,52E+00;1,40E+00;;;;
492;1,60E+00;1,60E+00;;;;492;1,56E+00;1,48E+00;;;;492;1,44E+00;1,32E+00;;;;
493;1,52E+00;1,52E+00;;;;493;1,48E+00;1,52E+00;;;;493;1,52E+00;1,40E+00;;;;
494;1,52E+00;1,56E+00;;;;494;1,56E+00;1,48E+00;;;;494;1,52E+00;1,32E+00;;;;
495;1,60E+00;1,60E+00;;;;495;1,48E+00;1,52E+00;;;;495;1,44E+00;1,40E+00;;;;
496;1,56E+00;1,60E+00;;;;496;1,56E+00;1,48E+00;;;;496;1,52E+00;1,40E+00;;;;
497;1,52E+00;1,52E+00;;;;497;1,48E+00;1,56E+00;;;;497;1,44E+00;1,36E+00;;;;
498;1,56E+00;1,56E+00;;;;498;1,56E+00;1,48E+00;;;;498;1,52E+00;1,40E+00;;;;
499;1,52E+00;1,60E+00;;;;499;1,48E+00;1,56E+00;;;;499;1,44E+00;1,36E+00;;;;
500;1,60E+00;1,60E+00;;;;500;1,52E+00;1,48E+00;;;;500;1,48E+00;1,36E+00;;;;
501;-1,08E+00;1,44E+00;;;;501;1,56E+00;1,56E+00;;;;501;1,52E+00;1,44E+00;;;;
502;-4,80E-01;1,48E+00;;;;502;1,56E+00;1,56E+00;;;;502;1,48E+00;1,40E+00;;;;
503;-6,00E-01;1,28E+00;;;;503;1,52E+00;1,48E+00;;;;503;1,56E+00;1,44E+00;;;;
504;-5,60E-01;1,28E+00;;;;504;1,52E+00;1,56E+00;;;;504;1,48E+00;1,40E+00;;;;
505;-6,40E-01;1,08E+00;;;;505;1,56E+00;1,48E+00;;;;505;1,56E+00;1,48E+00;;;;
506;-6,00E-01;1,12E+00;;;;506;1,52E+00;1,56E+00;;;;506;1,48E+00;1,40E+00;;;;
507;-6,80E-01;9,20E-01;;;;507;1,56E+00;1,48E+00;;;;507;1,56E+00;1,48E+00;;;;
508;-6,40E-01;9,20E-01;;;;508;1,52E+00;1,52E+00;;;;508;1,48E+00;1,40E+00;;;;
509;-7,60E-01;7,60E-01;;;;509;1,56E+00;1,56E+00;;;;509;1,56E+00;1,48E+00;;;;
510;-6,80E-01;8,00E-01;;;;510;1,56E+00;1,56E+00;;;;510;1,48E+00;1,48E+00;;;;
511;-8,00E-01;6,00E-01;;;;511;1,52E+00;1,52E+00;;;;511;1,56E+00;1,40E+00;;;;
512;-7,60E-01;6,40E-01;;;;512;1,56E+00;1,56E+00;;;;512;1,56E+00;1,48E+00;;;;
513;-8,40E-01;4,80E-01;;;;513;1,52E+00;1,48E+00;;;;513;1,48E+00;1,44E+00;;;;
514;-8,00E-01;4,80E-01;;;;514;1,52E+00;1,56E+00;;;;514;1,48E+00;1,44E+00;;;;
515;-8,80E-01;3,60E-01;;;;515;1,56E+00;1,52E+00;;;;515;1,56E+00;1,52E+00;;;;
516;-8,40E-01;4,00E-01;;;;516;1,52E+00;1,56E+00;;;;516;1,48E+00;1,44E+00;;;;
517;-9,20E-01;2,40E-01;;;;517;1,60E+00;1,52E+00;;;;517;1,56E+00;1,52E+00;;;;
518;-8,80E-01;2,80E-01;;;;518;1,56E+00;1,52E+00;;;;518;1,56E+00;1,52E+00;;;;
519;-9,60E-01;1,20E-01;;;;519;1,52E+00;1,60E+00;;;;519;1,48E+00;1,44E+00;;;;
520;-9,20E-01;1,60E-01;;;;520;1,56E+00;1,52E+00;;;;520;1,56E+00;1,44E+00;;;;
521;-1,00E+00;0,00E+00;;;;521;1,52E+00;1,60E+00;;;;521;1,48E+00;1,52E+00;;;;
522;-9,60E-01;4,00E-02;;;;522;1,52E+00;1,56E+00;;;;522;1,56E+00;1,48E+00;;;;
523;-1,04E+00;-8,00E-02;;;;523;1,60E+00;1,52E+00;;;;523;1,48E+00;1,52E+00;;;;
524;-1,00E+00;-4,00E-02;;;;524;1,56E+00;1,52E+00;;;;524;1,56E+00;1,52E+00;;;;
525;-1,08E+00;-1,60E-01;;;;525;1,52E+00;1,56E+00;;;;525;1,48E+00;1,44E+00;;;;
526;-1,08E+00;-1,60E-01;;;;526;1,56E+00;1,52E+00;;;;526;1,56E+00;1,56E+00;;;;
527;-1,04E+00;-2,80E-01;;;;527;1,52E+00;1,60E+00;;;;527;1,48E+00;1,48E+00;;;;
528;-1,04E+00;-2,40E-01;;;;528;1,56E+00;1,56E+00;;;;528;1,56E+00;1,48E+00;;;;
529;-1,12E+00;-3,60E-01;;;;529;1,52E+00;1,52E+00;;;;529;1,48E+00;1,56E+00;;;;
530;-1,08E+00;-2,80E-01;;;;530;1,48E+00;1,56E+00;;;;530;1,56E+00;1,48E+00;;;;
531;-1,16E+00;-4,00E-01;;;;531;1,60E+00;1,52E+00;;;;531;1,48E+00;1,56E+00;;;;
532;-1,16E+00;-4,00E-01;;;;532;1,60E+00;1,52E+00;;;;532;1,52E+00;1,48E+00;;;;
533;-1,08E+00;-4,80E-01;;;;533;1,52E+00;1,60E+00;;;;533;1,56E+00;1,56E+00;;;;
534;-1,12E+00;-4,40E-01;;;;534;1,52E+00;1,56E+00;;;;534;1,52E+00;1,56E+00;;;;
535;-1,20E+00;-5,60E-01;;;;535;1,56E+00;1,52E+00;;;;535;1,56E+00;1,48E+00;;;;
536;-1,20E+00;-5,20E-01;;;;536;1,56E+00;1,60E+00;;;;536;1,52E+00;1,52E+00;;;;
537;-1,12E+00;-6,00E-01;;;;537;1,52E+00;1,52E+00;;;;537;1,60E+00;1,56E+00;;;;
538;-1,16E+00;-5,60E-01;;;;538;1,56E+00;1,52E+00;;;;538;1,56E+00;1,56E+00;;;;
539;-1,24E+00;-6,80E-01;;;;539;1,52E+00;1,60E+00;;;;539;1,48E+00;1,48E+00;;;;
540;-1,24E+00;-6,40E-01;;;;540;1,52E+00;1,60E+00;;;;540;1,52E+00;1,56E+00;;;;
541;-1,16E+00;-7,20E-01;;;;541;1,60E+00;1,52E+00;;;;541;1,60E+00;1,48E+00;;;;
542;-1,20E+00;-6,80E-01;;;;542;1,56E+00;1,56E+00;;;;542;1,52E+00;1,52E+00;;;;
543;-1,28E+00;-7,60E-01;;;;543;-5,60E-01;1,36E+00;;;;543;1,60E+00;1,56E+00;;;;
544;-1,24E+00;-7,20E-01;;;;544;-5,20E-01;1,40E+00;;;;544;1,52E+00;1,56E+00;;;;
545;-1,28E+00;-8,40E-01;;;;545;-6,00E-01;1,20E+00;;;;545;1,60E+00;1,52E+00;;;;
546;-1,24E+00;-7,60E-01;;;;546;-5,60E-01;1,20E+00;;;;546;1,52E+00;1,52E+00;;;;
547;-1,28E+00;-8,40E-01;;;;547;-6,80E-01;1,00E+00;;;;547;1,60E+00;1,56E+00;;;;
548;-1,24E+00;-8,00E-01;;;;548;-6,40E-01;1,04E+00;;;;548;1,52E+00;1,52E+00;;;;
549;-1,32E+00;-8,80E-01;;;;549;-7,20E-01;8,40E-01;;;;549;1,60E+00;1,56E+00;;;;
550;-1,24E+00;-9,20E-01;;;;550;-6,80E-01;8,80E-01;;;;550;1,52E+00;1,56E+00;;;;
551;-1,32E+00;-8,40E-01;;;;551;-7,60E-01;7,20E-01;;;;551;1,60E+00;1,52E+00;;;;
552;-1,28E+00;-8,80E-01;;;;552;-7,20E-01;7,20E-01;;;;552;1,60E+00;1,52E+00;;;;
553;-1,36E+00;-9,60E-01;;;;553;-8,00E-01;5,60E-01;;;;553;1,52E+00;1,60E+00;;;;
554;-1,28E+00;-9,20E-01;;;;554;-8,00E-01;6,00E-01;;;;554;1,52E+00;1,56E+00;;;;
555;-1,36E+00;-1,00E+00;;;;555;-8,80E-01;4,40E-01;;;;555;1,60E+00;1,52E+00;;;;
556;-1,36E+00;-9,60E-01;;;;556;-8,40E-01;4,80E-01;;;;556;1,52E+00;1,52E+00;;;;
557;-1,28E+00;-1,04E+00;;;;557;-9,20E-01;2,80E-01;;;;557;1,60E+00;1,60E+00;;;;
558;-1,32E+00;-1,00E+00;;;;558;-9,20E-01;3,20E-01;;;;558;1,56E+00;1,56E+00;;;;
559;-1,36E+00;-1,04E+00;;;;559;-8,40E-01;2,00E-01;;;;559;-5,60E-01;1,24E+00;;;;
560;-1,32E+00;-1,08E+00;;;;560;-8,80E-01;2,00E-01;;;;560;-5,20E-01;1,36E+00;;;;
561;-1,36E+00;-1,00E+00;;;;561;-1,00E+00;8,00E-02;;;;561;-6,40E-01;1,16E+00;;;;
562;-1,32E+00;-1,04E+00;;;;562;-1,00E+00;1,20E-01;;;;562;-5,60E-01;1,20E+00;;;;
563;-1,40E+00;-1,12E+00;;;;563;-9,60E-01;-4,00E-02;;;;563;-6,80E-01;1,00E+00;;;;
564;-1,40E+00;-1,08E+00;;;;564;-1,00E+00;0,00E+00;;;;564;-6,40E-01;1,04E+00;;;;
565;-1,32E+00;-1,16E+00;;;;565;-1,04E+00;-1,20E-01;;;;565;-7,20E-01;8,40E-01;;;;
566;-1,40E+00;-1,08E+00;;;;566;-1,00E+00;-8,00E-02;;;;566;-6,80E-01;8,80E-01;;;;
567;-1,32E+00;-1,16E+00;;;;567;-1,08E+00;-2,00E-01;;;;567;-8,00E-01;6,80E-01;;;;
568;-1,36E+00;-1,12E+00;;;;568;-1,04E+00;-1,60E-01;;;;568;-7,20E-01;7,20E-01;;;;
569;-1,44E+00;-1,20E+00;;;;569;-1,12E+00;-2,80E-01;;;;569;-8,40E-01;5,60E-01;;;;
570;-1,36E+00;-1,12E+00;;;;570;-1,04E+00;-2,40E-01;;;;570;-8,00E-01;5,60E-01;;;;
571;-1,44E+00;-1,20E+00;;;;571;-1,12E+00;-3,60E-01;;;;571;-8,80E-01;4,40E-01;;;;
572;-1,44E+00;-1,16E+00;;;;572;-1,08E+00;-3,20E-01;;;;572;-8,40E-01;4,40E-01;;;;
573;-1,36E+00;-1,20E+00;;;;573;-1,16E+00;-4,40E-01;;;;573;-9,20E-01;2,80E-01;;;;
574;-1,44E+00;-1,16E+00;;;;574;-1,12E+00;-4,00E-01;;;;574;-8,80E-01;3,20E-01;;;;
575;-1,36E+00;-1,24E+00;;;;575;-1,20E+00;-5,20E-01;;;;575;-9,60E-01;1,60E-01;;;;
576;-1,44E+00;-1,24E+00;;;;576;-1,12E+00;-4,80E-01;;;;576;-8,80E-01;2,00E-01;;;;
577;-1,36E+00;-1,20E+00;;;;577;-1,20E+00;-5,60E-01;;;;577;-1,00E+00;8,00E-02;;;;
578;-1,44E+00;-1,20E+00;;;;578;-1,20E+00;-5,20E-01;;;;578;-9,60E-01;8,00E-02;;;;
579;-1,36E+00;-1,28E+00;;;;579;-1,16E+00;-6,40E-01;;;;579;-1,04E+00;-4,00E-02;;;;
580;-1,44E+00;-1,28E+00;;;;580;-1,16E+00;-5,60E-01;;;;580;-1,04E+00;0,00E+00;;;;
581;-1,40E+00;-1,20E+00;;;;581;-1,24E+00;-6,80E-01;;;;581;-9,60E-01;-1,20E-01;;;;
582;-1,40E+00;-1,24E+00;;;;582;-1,20E+00;-6,40E-01;;;;582;-1,00E+00;-1,20E-01;;;;
583;-1,44E+00;-1,32E+00;;;;583;-1,28E+00;-7,20E-01;;;;583;-1,08E+00;-2,40E-01;;;;
584;-1,40E+00;-1,24E+00;;;;584;-1,20E+00;-6,80E-01;;;;584;-1,04E+00;-2,00E-01;;;;
585;-1,44E+00;-1,32E+00;;;;585;-1,28E+00;-8,00E-01;;;;585;-1,12E+00;-3,20E-01;;;;
586;-1,40E+00;-1,32E+00;;;;586;-1,24E+00;-7,60E-01;;;;586;-1,08E+00;-2,80E-01;;;;
587;-1,48E+00;-1,24E+00;;;;587;-1,28E+00;-8,40E-01;;;;587;-1,12E+00;-3,60E-01;;;;
588;-1,40E+00;-1,32E+00;;;;588;-1,28E+00;-7,60E-01;;;;588;-1,08E+00;-3,20E-01;;;;
589;-1,48E+00;-1,24E+00;;;;589;-1,24E+00;-8,80E-01;;;;589;-1,16E+00;-4,40E-01;;;;
590;-1,40E+00;-1,28E+00;;;;590;-1,24E+00;-8,40E-01;;;;590;-1,12E+00;-4,00E-01;;;;
591;-1,48E+00;-1,36E+00;;;;591;-1,32E+00;-9,20E-01;;;;591;-1,20E+00;-5,20E-01;;;;
592;-1,40E+00;-1,28E+00;;;;592;-1,28E+00;-8,80E-01;;;;592;-1,12E+00;-4,80E-01;;;;
593;-1,48E+00;-1,36E+00;;;;593;-1,32E+00;-9,60E-01;;;;593;-1,20E+00;-6,00E-01;;;;
594;-1,48E+00;-1,32E+00;;;;594;-1,28E+00;-9,20E-01;;;;594;-1,16E+00;-5,60E-01;;;;
595;-1,40E+00;-1,36E+00;;;;595;-1,36E+00;-1,00E+00;;;;595;-1,24E+00;-6,40E-01;;;;
596;-1,40E+00;-1,32E+00;;;;596;-1,28E+00;-9,60E-01;;;;596;-1,24E+00;-6,00E-01;;;;
597;-1,48E+00;-1,36E+00;;;;597;-1,36E+00;-1,04E+00;;;;597;-1,16E+00;-6,80E-01;;;;
598;-1,48E+00;-1,36E+00;;;;598;-1,36E+00;-1,00E+00;;;;598;-1,20E+00;-6,40E-01;;;;
599;-1,40E+00;-1,32E+00;;;;599;-1,28E+00;-1,04E+00;;;;599;-1,28E+00;-7,60E-01;;;;
600;-1,44E+00;-1,32E+00;;;;600;-1,32E+00;-1,00E+00;;;;600;-1,20E+00;-6,80E-01;;;;
601;-1,48E+00;-1,36E+00;;;;601;-1,36E+00;-1,08E+00;;;;601;-1,28E+00;-8,00E-01;;;;
602;-1,48E+00;-1,32E+00;;;;602;-1,32E+00;-1,08E+00;;;;602;-1,28E+00;-7,60E-01;;;;
603;-1,44E+00;-1,40E+00;;;;603;-1,40E+00;-1,04E+00;;;;603;-1,24E+00;-8,40E-01;;;;
604;-1,48E+00;-1,40E+00;;;;604;-1,40E+00;-1,04E+00;;;;604;-1,24E+00;-8,00E-01;;;;
605;-1,40E+00;-1,32E+00;;;;605;-1,32E+00;-1,12E+00;;;;605;-1,32E+00;-8,80E-01;;;;
606;-1,48E+00;-1,36E+00;;;;606;-1,40E+00;-1,08E+00;;;;606;-1,28E+00;-8,40E-01;;;;
607;-1,40E+00;-1,40E+00;;;;607;-1,32E+00;-1,16E+00;;;;607;-1,32E+00;-9,20E-01;;;;
608;-1,48E+00;-1,36E+00;;;;608;-1,36E+00;-1,12E+00;;;;608;-1,28E+00;-8,80E-01;;;;
609;-1,44E+00;-1,40E+00;;;;609;-1,40E+00;-1,16E+00;;;;609;-1,32E+00;-9,60E-01;;;;
610;-1,44E+00;-1,40E+00;;;;610;-1,36E+00;-1,12E+00;;;;610;-1,32E+00;-9,20E-01;;;;
611;-1,48E+00;-1,36E+00;;;;611;-1,44E+00;-1,20E+00;;;;611;-1,28E+00;-1,00E+00;;;;
612;-1,48E+00;-1,36E+00;;;;612;-1,40E+00;-1,16E+00;;;;612;-1,36E+00;-1,00E+00;;;;
613;-1,44E+00;-1,44E+00;;;;613;-1,36E+00;-1,20E+00;;;;613;-1,28E+00;-9,60E-01;;;;
614;-1,48E+00;-1,36E+00;;;;614;-1,36E+00;-1,16E+00;;;;614;-1,36E+00;-1,00E+00;;;;
615;-1,44E+00;-1,44E+00;;;;615;-1,44E+00;-1,24E+00;;;;615;-1,28E+00;-1,04E+00;;;;
616;-1,44E+00;-1,36E+00;;;;616;-1,36E+00;-1,20E+00;;;;616;-1,32E+00;-1,00E+00;;;;
617;-1,48E+00;-1,44E+00;;;;617;-1,44E+00;-1,24E+00;;;;617;-1,40E+00;-1,08E+00;;;;
618;-1,48E+00;-1,36E+00;;;;618;-1,40E+00;-1,20E+00;;;;618;-1,32E+00;-1,04E+00;;;;
619;-1,44E+00;-1,44E+00;;;;619;-1,44E+00;-1,28E+00;;;;619;-1,40E+00;-1,12E+00;;;;
620;-1,44E+00;-1,36E+00;;;;620;-1,40E+00;-1,20E+00;;;;620;-1,32E+00;-1,04E+00;;;;
621;-1,48E+00;-1,44E+00;;;;621;-1,44E+00;-1,28E+00;;;;621;-1,40E+00;-1,12E+00;;;;
622;-1,44E+00;-1,44E+00;;;;622;-1,44E+00;-1,24E+00;;;;622;-1,32E+00;-1,08E+00;;;;
623;-1,52E+00;-1,36E+00;;;;623;-1,40E+00;-1,28E+00;;;;623;-1,40E+00;-1,16E+00;;;;
624;-1,48E+00;-1,44E+00;;;;624;-1,44E+00;-1,24E+00;;;;624;-1,40E+00;-1,12E+00;;;;
625;-1,44E+00;-1,36E+00;;;;625;-1,40E+00;-1,32E+00;;;;625;-1,36E+00;-1,16E+00;;;;
626;-1,44E+00;-1,44E+00;;;;626;-1,40E+00;-1,24E+00;;;;626;-1,36E+00;-1,20E+00;;;;
627;-1,52E+00;-1,36E+00;;;;627;-1,48E+00;-1,32E+00;;;;627;-1,44E+00;-1,12E+00;;;;
628;-1,48E+00;-1,44E+00;;;;628;-1,40E+00;-1,32E+00;;;;628;-1,40E+00;-1,20E+00;;;;
629;-1,44E+00;-1,36E+00;;;;629;-1,48E+00;-1,24E+00;;;;629;-1,36E+00;-1,16E+00;;;;
630;-1,44E+00;-1,40E+00;;;;630;-1,40E+00;-1,28E+00;;;;630;-1,44E+00;-1,16E+00;;;;
631;-1,52E+00;-1,48E+00;;;;631;-1,48E+00;-1,36E+00;;;;631;-1,36E+00;-1,24E+00;;;;
632;-1,44E+00;-1,44E+00;;;;632;-1,48E+00;-1,28E+00;;;;632;-1,40E+00;-1,20E+00;;;;
633;-1,52E+00;-1,40E+00;;;;633;-1,40E+00;-1,36E+00;;;;633;-1,44E+00;-1,24E+00;;;;
634;-1,52E+00;-1,40E+00;;;;634;-1,48E+00;-1,36E+00;;;;634;-1,36E+00;-1,20E+00;;;;
635;-1,44E+00;-1,48E+00;;;;635;-1,40E+00;-1,28E+00;;;;635;-1,44E+00;-1,24E+00;;;;
636;-1,48E+00;-1,40E+00;;;;636;-1,40E+00;-1,36E+00;;;;636;-1,40E+00;-1,20E+00;;;;
637;-1,44E+00;-1,48E+00;;;;637;-1,48E+00;-1,28E+00;;;;637;-1,44E+00;-1,28E+00;;;;
638;-1,44E+00;-1,48E+00;;;;638;-1,44E+00;-1,36E+00;;;;638;-1,44E+00;-1,28E+00;;;;
639;-1,52E+00;-1,40E+00;;;;639;-1,48E+00;-1,32E+00;;;;639;-1,40E+00;-1,20E+00;;;;
640;-1,44E+00;-1,40E+00;;;;640;-1,44E+00;-1,32E+00;;;;640;-1,40E+00;-1,24E+00;;;;
641;-1,52E+00;-1,48E+00;;;;641;-1,48E+00;-1,36E+00;;;;641;-1,44E+00;-1,32E+00;;;;
642;-1,44E+00;-1,40E+00;;;;642;-1,44E+00;-1,32E+00;;;;642;-1,40E+00;-1,32E+00;;;;
643;-1,52E+00;-1,48E+00;;;;643;-1,48E+00;-1,40E+00;;;;643;-1,48E+00;-1,24E+00;;;;
644;-1,52E+00;-1,40E+00;;;;644;-1,44E+00;-1,40E+00;;;;644;-1,40E+00;-1,28E+00;;;;
645;-1,44E+00;-1,48E+00;;;;645;-1,48E+00;-1,32E+00;;;;645;-1,48E+00;-1,32E+00;;;;
646;-1,52E+00;-1,48E+00;;;;646;-1,44E+00;-1,36E+00;;;;646;-1,40E+00;-1,28E+00;;;;
647;-1,44E+00;-1,40E+00;;;;647;-1,48E+00;-1,40E+00;;;;647;-1,48E+00;-1,36E+00;;;;
648;-1,48E+00;-1,40E+00;;;;648;-1,48E+00;-1,36E+00;;;;648;-1,40E+00;-1,28E+00;;;;
649;-1,44E+00;-1,48E+00;;;;649;-1,40E+00;-1,40E+00;;;;649;-1,48E+00;-1,36E+00;;;;
650;-1,44E+00;-1,48E+00;;;;650;-1,48E+00;-1,36E+00;;;;650;-1,40E+00;-1,36E+00;;;;
651;-1,52E+00;-1,40E+00;;;;651;-1,44E+00;-1,44E+00;;;;651;-1,48E+00;-1,28E+00;;;;
652;-1,52E+00;-1,48E+00;;;;652;-1,44E+00;-1,36E+00;;;;652;-1,40E+00;-1,28E+00;;;;
653;-1,44E+00;-1,40E+00;;;;653;-1,48E+00;-1,40E+00;;;;653;-1,48E+00;-1,36E+00;;;;
654;-1,44E+00;-1,48E+00;;;;654;-1,48E+00;-1,36E+00;;;;654;-1,48E+00;-1,32E+00;;;;
655;-1,52E+00;-1,40E+00;;;;655;-1,44E+00;-1,44E+00;;;;655;-1,40E+00;-1,40E+00;;;;
656;-1,52E+00;-1,48E+00;;;;656;-1,48E+00;-1,36E+00;;;;656;-1,48E+00;-1,32E+00;;;;
657;-1,44E+00;-1,40E+00;;;;657;-1,44E+00;-1,44E+00;;;;657;-1,40E+00;-1,40E+00;;;;
658;-1,52E+00;-1,48E+00;;;;658;-1,44E+00;-1,36E+00;;;;658;-1,44E+00;-1,32E+00;;;;
659;-1,44E+00;-1,40E+00;;;;659;-1,48E+00;-1,44E+00;;;;659;-1,48E+00;-1,40E+00;;;;
660;-1,52E+00;-1,48E+00;;;;660;-1,44E+00;-1,36E+00;;;;660;-1,48E+00;-1,40E+00;;;;
661;-1,44E+00;-1,40E+00;;;;661;-1,48E+00;-1,44E+00;;;;661;-1,44E+00;-1,32E+00;;;;
662;-1,52E+00;-1,44E+00;;;;662;-1,44E+00;-1,36E+00;;;;662;-1,48E+00;-1,32E+00;;;;
663;-1,44E+00;-1,48E+00;;;;663;-1,52E+00;-1,44E+00;;;;663;-1,40E+00;-1,40E+00;;;;
664;-1,44E+00;-1,48E+00;;;;664;-1,48E+00;-1,44E+00;;;;664;-1,44E+00;-1,40E+00;;;;
665;-1,52E+00;-1,40E+00;;;;665;-1,44E+00;-1,36E+00;;;;665;-1,48E+00;-1,36E+00;;;;
666;-1,44E+00;-1,48E+00;;;;666;-1,44E+00;-1,44E+00;;;;666;-1,44E+00;-1,40E+00;;;;
667;-1,52E+00;-1,40E+00;;;;667;-1,52E+00;-1,36E+00;;;;667;-1,48E+00;-1,32E+00;;;;
668;-1,44E+00;-1,48E+00;;;;668;-1,44E+00;-1,40E+00;;;;668;-1,48E+00;-1,36E+00;;;;
